date,000749.OF,001495.OF,002001.OF,002021.OF,002162.OF,040001.OF,040004.OF,050001.OF,050007.OF,050201.OF,090001.OF,100016.OF,110001.OF,121002.OF,161605.OF,180001.OF,202002.OF,270001.OF,373010.OF,519654.OF,519732.OF,960002.OF
2009/6/5,,,4.8377,2.4234,,3.5896,4.3362,3.8012,2.609,1.9093,4.1841,2.1716,3.5015,3.2578,2.9681,3.34,1.7954,4.2032,2.2093,,,
2009/6/12,,,4.8337,2.4234,,3.5219,4.3314,3.7584,2.5759,1.9064,4.1448,2.1431,3.4427,3.2561,2.9216,3.3319,1.7895,4.2029,2.1803,,,
2009/6/19,,,5.0145,2.5125,,3.6312,4.4694,3.9511,2.6608,2.0042,4.3357,2.2137,3.5677,3.3626,3.0635,3.4746,1.8584,4.3688,2.2496,,,
2009/6/26,,,5.0948,2.5545,,3.6728,4.4742,3.9993,2.6815,2.0272,4.378,2.245,3.6363,3.4292,3.0938,3.5225,1.8794,4.4001,2.2629,,,
2009/7/3,,,5.2636,2.6361,,3.8185,4.6551,4.1652,2.8223,2.1479,4.6929,2.3546,3.7613,3.5164,3.3171,3.7347,1.9701,4.6322,2.3912,,,
2009/7/10,,,5.2998,2.6485,,3.8809,4.7265,4.267,2.8947,2.1911,4.7428,2.42,3.8078,3.6075,3.3496,3.8016,2.0044,4.6849,2.406,,,
2009/7/17,,,5.4283,2.7128,,3.9693,4.855,4.3473,2.9092,2.2399,4.8744,2.4758,3.9034,3.6986,3.4148,3.8657,2.0362,4.7465,2.4466,,,
2009/7/24,,,5.5007,2.7474,,4.0578,4.9216,4.4329,2.9589,2.3032,5.019,2.5511,3.972,3.7746,3.4799,3.9725,2.0872,4.8558,2.4727,,,
2009/7/31,,,5.6252,2.8092,,4.0942,5.0073,4.4918,2.9734,2.332,5.0724,2.5547,4.0014,3.7913,3.4683,3.9573,2.11,4.8413,2.4891,,,
2009/8/7,,,5.3882,2.693,,3.9485,4.9026,4.3259,2.8782,2.2169,4.8268,2.463,3.8666,3.7349,3.3171,3.7872,2.0471,4.7533,2.3935,,,
2009/8/14,,,5.1872,2.5916,,3.7925,4.6313,4.176,2.7726,2.1451,4.643,2.3859,3.7441,3.6421,3.2194,3.6829,1.9742,4.566,2.3294,,,
2009/8/21,,,5.0868,2.5421,,3.6728,4.5123,4.0689,2.6877,2.0847,4.4626,2.2978,3.6485,3.5866,3.11,3.605,1.9185,4.4471,2.285,,,
2009/8/28,,,4.8658,2.4358,,3.5479,4.4171,3.9939,2.669,2.0444,4.2241,2.2248,3.4966,3.596,2.9565,3.4619,1.8579,4.337,2.246,,,
2009/9/4,,,4.9622,2.4853,,3.5844,4.4409,3.9993,2.6939,2.0645,4.2946,2.2357,3.5383,3.6246,3.0054,3.4884,1.8675,4.3627,2.2645,,,
2009/9/11,,,5.1471,2.5792,,3.7196,4.6027,4.0796,2.7747,2.1019,4.5002,2.3122,3.6632,3.7191,3.1426,3.6346,1.9427,4.5404,2.326,,,
2009/9/18,,,5.0828,2.5471,,3.704,4.6075,4.0689,2.7954,2.0962,4.4203,2.2902,3.6044,3.7413,3.0961,3.5972,1.9147,4.493,2.3142,,,
2009/9/25,,,4.9863,2.5001,,3.5844,4.4694,4.026,2.7395,2.0732,4.3257,2.2357,3.5358,3.6622,3.0286,3.5359,1.8696,4.4192,2.2722,,,
2009/10/2,,,4.9301,2.4704,,3.5531,4.4171,3.9939,2.7125,2.0617,4.2834,2.2151,3.5187,3.6306,2.9914,3.5169,1.8424,4.3821,2.257,,,
2009/10/9,,,5.0908,2.5495,,3.6884,4.5789,4.0742,2.7829,2.1019,4.4608,2.2793,3.6093,3.7251,3.1031,3.6282,1.9091,4.537,2.3173,,,
2009/10/16,,,5.1752,2.5866,,3.782,4.6693,4.1171,2.7809,2.1221,4.546,2.3087,3.6706,3.7982,3.1589,3.7177,1.94,4.5874,2.3273,,,
2009/10/23,,,5.3279,2.6633,,3.9225,4.855,4.192,2.8161,2.1623,4.7246,2.3859,3.7564,3.911,3.2868,3.8259,2.0116,4.7358,2.3786,,,
2009/10/30,,,5.2154,2.6114,,3.8705,4.8264,4.176,2.7332,2.1537,4.6253,2.3347,3.6779,3.8563,3.1938,3.7435,1.9559,4.6467,2.336,,,
2009/11/6,,,5.4565,2.7301,,4.0526,5.0596,4.2991,2.8119,2.2169,4.8204,2.4247,3.798,4.0033,3.324,3.8996,2.046,4.8302,2.4196,,,
2009/11/13,,,5.5087,2.7573,,4.0838,5.1025,4.3848,2.8492,2.2514,4.8474,2.4472,3.7882,4.0375,3.3682,3.9249,2.0715,4.9032,2.4484,,,
2009/11/20,,,5.6252,2.8141,,4.1722,5.231,4.4544,2.8844,2.2917,4.9438,2.4983,3.8715,4.1059,3.4055,3.9792,2.1023,5.0209,2.4932,,,
2009/11/27,,,5.356,2.688,,3.9537,4.9407,4.2241,2.8099,2.1796,4.6882,2.392,3.6853,3.9828,3.231,3.8111,2.0124,4.8302,2.3732,,,
2009/12/4,,,5.6212,2.8117,,4.1618,5.2405,4.4651,2.9879,2.3032,4.9579,2.5066,3.8372,4.1051,3.4078,3.9961,2.12,5.0695,2.5038,,,
2009/12/11,,,5.5649,2.7869,,4.1254,5.2215,4.4276,2.9279,2.286,4.9267,2.5097,3.8274,4.0833,3.3729,3.9781,2.0919,5.0202,2.4776,,,
2009/12/18,,,5.4042,2.7103,,3.9069,5.0263,4.2295,2.8347,2.1911,4.7234,2.4133,3.6779,3.9602,3.2287,3.8559,1.9846,4.8046,2.3807,,,
2009/12/25,,,5.4765,2.7449,,3.9485,5.0739,4.3205,2.8575,2.2371,4.8374,2.473,3.7473,3.9905,3.2791,3.9672,2.0105,4.8466,2.4291,,,
2010/1/1,,,5.6373,2.824,,4.0526,5.2453,4.4276,2.9237,2.286,4.9584,2.5296,3.8094,4.1025,3.3453,4.0416,2.0626,4.9816,2.4712,,,
2010/1/8,,,5.5047,2.7597,,3.9693,5.1501,4.2884,2.8844,2.2083,4.8956,2.5033,3.7125,4.023,3.2333,3.9588,2.015,4.8799,2.4042,,,
2010/1/15,,,5.5449,2.782,,4.0057,5.231,4.3259,2.8968,2.2169,4.9561,2.5482,3.7101,4.0598,3.2791,4.0623,2.0226,4.8979,2.4135,,,
2010/1/22,,,5.4444,2.7325,,3.8722,5.1072,4.2188,2.8133,2.1681,4.744,2.4689,3.5859,3.9324,3.1977,3.9197,1.9585,4.7633,2.3337,,,
2010/1/29,,,5.2957,2.6559,,3.7654,4.9264,4.1171,2.7471,2.1163,4.6453,2.4087,3.494,3.8311,3.134,3.871,1.8896,4.6681,2.2922,,,
2010/2/5,,,5.2314,2.6237,,3.6853,4.8597,4.0582,2.7373,2.0875,4.5496,2.3877,3.4468,3.7862,3.1111,3.8042,1.8686,4.6165,2.2537,,,
2010/2/12,,,5.3118,2.6633,,3.7814,4.974,4.1278,2.7937,2.1249,4.6441,2.4416,3.5164,3.8854,3.1519,3.86,1.9342,4.7228,2.2965,,,
2010/2/19,,,5.3118,2.6633,,3.7814,4.974,4.1278,2.7937,2.1249,4.6441,2.4416,3.5164,3.8854,3.1519,3.86,1.9342,4.7228,2.2965,,,
2010/2/26,,,5.4243,2.7202,,3.8669,5.0501,4.176,2.7814,2.1451,4.7393,2.4707,3.5809,3.9469,3.2282,3.9442,1.9529,4.7602,2.3294,,,
2010/3/5,,,5.3721,2.6955,,3.8562,5.0596,4.1278,2.7667,2.1221,4.6817,2.4494,3.5784,3.9401,3.2028,3.9037,1.9368,4.7193,2.3158,,,
2010/3/12,,,5.3118,2.6633,,3.7974,4.9978,4.0956,2.752,2.1077,4.6294,2.4327,3.5263,3.9281,3.1493,3.8234,1.9236,4.7052,2.2952,,,
2010/3/19,,,5.356,2.688,,3.8562,5.0644,4.1492,2.7937,2.1364,4.6876,2.4727,3.566,3.9683,3.19,3.8742,1.9531,4.7683,2.3445,,,
2010/3/26,,,5.3841,2.7004,,3.8669,5.0787,4.1438,2.7741,2.1307,4.6958,2.4968,3.5685,3.9649,3.1951,3.9265,1.9463,4.7591,2.3568,,,
2010/4/2,,,5.5207,2.7696,,3.979,5.2262,4.2563,2.8206,2.1853,4.8545,2.5712,3.6678,4.0418,3.2359,3.9898,2.002,4.9051,2.425,,,
2010/4/9,,,5.5529,2.7869,,3.9951,5.2262,4.2402,2.8648,2.1796,4.8574,2.5841,3.6604,4.0478,3.2944,4.0271,1.9842,4.8554,2.4402,,,
2010/4/16,,,5.5569,2.7869,,3.9684,5.1882,4.2081,2.9481,2.1623,4.8327,2.5575,3.6157,4.0337,3.3097,4.0104,1.9802,4.8095,2.4273,,,
2010/4/23,,,5.5248,2.7696,,3.9096,5.1025,4.0956,2.9603,2.0991,4.784,2.5606,3.5139,3.9764,3.2995,3.9506,1.9148,4.6773,2.4191,,,
2010/4/30,,,5.352,2.6856,,3.7227,4.874,3.9886,2.85,2.0415,4.5695,2.4707,3.4046,3.8922,3.1595,3.7619,1.8602,4.5232,2.2914,,,
2010/5/7,,,5.2957,2.6559,,3.6212,4.7169,3.8708,2.8721,1.9725,4.4556,2.4175,3.2705,3.784,3.1162,3.6513,1.7654,4.3065,2.2911,,,
2010/5/14,,,5.2556,2.6361,,3.5785,4.6931,3.8494,2.8133,1.9668,4.4027,2.4097,3.2581,3.7793,3.0907,3.6574,1.7746,4.3412,2.2324,,,
2010/5/21,,,5.1993,2.6089,,3.5304,4.6122,3.7851,2.7275,1.9323,4.3034,2.3948,3.2382,3.6763,3.0424,3.6143,1.7343,4.3084,2.2268,,,
2010/5/28,,,5.3118,2.6682,,3.6319,4.7074,3.8547,2.8157,1.9668,4.4785,2.4378,3.278,3.7917,3.1035,3.689,1.7695,4.3714,2.2891,,,
2010/6/4,,,5.2355,2.6287,,3.5731,4.6551,3.7958,2.7618,1.9323,4.3827,2.4008,3.2184,3.6917,3.0678,3.6232,1.7261,4.2969,2.2327,,,
2010/6/11,,,5.2917,2.6584,,3.6479,4.7074,3.8333,2.779,1.9524,4.4638,2.4421,3.2308,3.7298,3.078,3.6822,1.7364,4.3252,2.2773,,,
2010/6/18,,,5.1431,2.5817,,3.5197,4.5694,3.7584,2.7324,1.9179,4.277,2.3444,3.1662,3.6686,2.9838,3.5521,1.7023,4.2342,2.1785,,,
2010/6/25,,,5.1913,2.6064,,3.509,4.5789,3.8012,2.7202,1.9438,4.3345,2.3821,3.1836,3.7298,3.0042,3.5841,1.7255,4.2655,2.1791,,,
2010/7/2,,,4.9261,2.4729,,3.2901,4.3457,3.662,2.5707,1.8719,4.0079,2.2596,3.0545,3.5848,2.8769,3.3847,1.6361,4.0534,2.0285,,,
2010/7/9,,,5.0868,2.5545,,3.4076,4.498,3.7691,2.605,1.9237,4.2176,2.3277,3.1538,3.6609,2.9609,3.5397,1.6907,4.2029,2.0903,,,
2010/7/16,,,5.0305,2.5248,,3.3808,4.4694,3.7316,2.5805,1.9064,4.1712,2.2809,3.1265,3.6357,2.9354,3.496,1.6784,4.1776,2.0788,,,
2010/7/23,,,5.2154,2.6188,,3.5518,4.6931,3.8601,2.6589,1.9697,4.3915,2.3851,3.2606,3.764,3.0424,3.6168,1.7466,4.3661,2.1501,,,
2010/7/30,,,5.2877,2.6559,,3.6212,4.7693,3.9297,2.7275,2.0013,4.5178,2.4163,3.3301,3.8302,3.1111,3.7029,1.7715,4.4376,2.1937,,,
2010/8/6,,,5.364,2.693,,3.6906,4.8883,3.9779,2.7569,2.0243,4.6453,2.4654,3.3798,3.8751,3.1569,3.7743,1.7838,4.5202,2.2168,,,
2010/8/13,,,5.3198,2.6707,,3.696,4.8788,3.9511,2.7863,2.0099,4.6106,2.4477,3.3748,3.8516,3.1366,3.7484,1.765,4.4984,2.2239,,,
2010/8/20,,,5.36,2.6905,,3.696,4.874,3.9832,2.7814,2.0272,4.6441,2.4753,3.3798,3.873,3.1595,3.7665,1.7729,4.5469,2.2345,,,
2010/8/27,,,5.3801,2.7004,,3.7227,4.9026,3.9993,2.7618,2.03,4.7064,2.5021,3.4394,3.8439,3.1646,3.8216,1.7684,4.5511,2.2537,,,
2010/9/3,,,5.5328,2.7795,,3.8509,5.0692,4.0903,2.801,2.0732,4.895,2.5965,3.5635,3.8845,3.2715,3.9578,1.8094,4.6864,2.3255,,,
2010/9/10,,,5.5649,2.7968,,3.8776,5.1358,4.0956,2.8133,2.0789,4.9461,2.5998,3.5884,3.8807,3.3046,3.9716,1.8117,4.7071,2.335,,,
2010/9/17,,,5.5489,2.7845,,3.8562,5.0358,4.0635,2.8353,2.0645,4.925,2.5699,3.5337,3.8507,3.2995,3.9521,1.7906,4.6069,2.2965,,,
2010/9/24,,,5.5408,2.7795,,3.8295,5.0025,4.0635,2.8402,2.0645,4.9009,2.5699,3.5263,3.8383,3.2944,3.9752,1.7889,4.6184,2.2822,,,
2010/10/1,,,5.6292,2.824,,3.9149,5.1263,4.1438,2.9554,2.1019,5.0195,2.6011,3.566,3.8764,3.3606,4.0545,1.8298,4.691,2.3306,,,
2010/10/8,,,5.7016,2.8611,,4.0004,5.25,4.2134,3.0534,2.1364,5.1312,2.6537,3.6256,3.9448,3.4243,4.1128,1.8697,4.7927,2.3765,,,
2010/10/15,,,5.6132,2.8117,,3.979,5.2643,4.4008,3.2421,2.2342,5.0489,2.6659,3.5983,4.0649,3.2842,4.0434,1.8905,4.9139,2.393,,,
2010/10/22,,,5.7237,2.8686,,4.1232,5.4214,4.4008,3.1931,2.2342,5.3233,2.7557,3.6976,4.1141,3.3377,4.1913,1.9373,5.0003,2.4368,,,
2010/10/29,,,5.7931,2.9056,,4.1927,5.5023,4.449,3.2372,2.2514,5.3151,2.8329,3.7572,4.2021,3.3275,4.192,1.9315,5.0118,2.4576,,,
2010/11/5,,,5.989,3.0021,,4.3262,5.6879,4.5561,3.2568,2.3118,5.4884,2.9068,3.8367,4.294,3.4014,4.3161,2.0038,5.1368,2.5268,,,
2010/11/12,,,5.887,2.9502,,4.1767,5.5023,4.267,3.1147,2.1623,5.3139,2.8524,3.715,4.2278,3.2486,4.186,1.9066,4.9728,2.4225,,,
2010/11/19,,,5.9398,2.9798,,4.198,5.4833,4.1652,3.0289,2.1077,5.2457,2.8673,3.725,4.2312,3.2206,4.2198,1.8946,4.8925,2.3932,,,
2010/11/26,,,6.0062,3.012,,4.3209,5.6499,4.192,3.002,2.1163,5.3703,2.9091,3.8069,4.2804,3.297,4.2894,1.9243,4.9751,2.4081,,,
2010/12/3,,,5.9398,2.9798,,4.2301,5.5832,4.1599,2.9505,2.0962,5.2675,2.8605,3.7324,4.2308,3.2359,4.2304,1.91,4.8994,2.3824,,,
2010/12/10,,,5.9605,2.9922,,4.2568,5.6308,4.1331,2.9652,2.076,5.2957,2.9177,3.7274,4.2025,3.2384,4.2411,1.9209,4.9124,2.4248,,,
2010/12/17,,,6.0519,3.0367,,4.3689,5.7451,4.2402,3.0289,2.1249,5.429,3.0002,3.7746,4.3086,3.2868,4.3154,1.9673,5.003,2.4766,,,
2010/12/24,,,5.8816,2.9502,,4.2034,5.5642,4.2295,2.9652,2.1163,5.2592,2.9567,3.6604,4.2414,3.1722,4.2258,1.9304,4.9116,2.3968,,,
2010/12/31,,,5.8816,2.9477,,4.2568,5.6403,4.1813,3.0044,2.0904,5.3033,2.9868,3.6829,4.2363,3.1442,4.2077,1.9502,4.9346,2.4086,,,
2011/1/7,,,5.8954,2.9526,,4.2568,5.6546,4.2509,2.975,2.1249,5.2851,2.9972,3.6729,4.2312,3.1315,4.1675,1.9564,4.8757,2.3904,,,
2011/1/14,,,5.726,2.871,,4.0645,5.5004,4.1867,2.8844,2.0962,5.0924,2.9096,3.5254,4.135,3.0341,4.0694,1.8779,4.7086,2.2799,,,
2011/1/21,,,5.565,2.7953,,3.9746,5.337,4.0528,2.8409,2.0272,4.895,2.839,3.4579,4.0016,2.9636,3.9659,1.8199,4.6031,2.1855,,,
2011/1/28,,,5.6455,2.8359,,4.0569,5.3915,4.0689,2.8798,2.0358,4.9614,2.8514,3.4954,4.0572,2.9766,4.0285,1.8366,4.6325,2.2052,,,
2011/2/4,,,5.709,2.8663,,4.0954,5.4608,4.0689,2.9187,2.0329,5.0096,2.8995,3.5479,4.0846,2.9871,4.0509,1.8491,4.652,2.2173,,,
2011/2/11,,,5.8107,2.9195,,4.1832,5.6192,4.1171,2.9381,2.0559,5.1177,2.9529,3.5729,4.1906,3.021,4.1391,1.8817,4.7266,2.264,,,
2011/2/18,,,5.8996,2.9651,,4.3369,5.7677,4.1492,2.9798,2.0703,5.2099,2.9886,3.6654,4.2577,3.0811,4.1547,1.9154,4.7698,2.3186,,,
2011/2/25,,,5.9335,2.9829,,4.3534,5.7776,4.1117,2.9381,2.0502,5.2487,2.964,3.6429,4.2688,3.0367,4.1569,1.9123,4.7067,2.3052,,,
2011/3/4,,,5.9293,2.9803,,4.3259,5.7925,4.192,2.9492,2.0933,5.3039,2.9767,3.6304,4.2816,3.0654,4.2018,1.9175,4.8042,2.3283,,,
2011/3/11,,,5.9166,2.9727,,4.3534,5.8519,4.1599,2.9353,2.076,5.3162,2.9883,3.6104,4.3064,3.0341,4.2387,1.9203,4.7862,2.325,,,
2011/3/18,,,5.9121,2.9651,,4.3095,5.8222,4.176,2.8881,2.0847,5.3004,2.965,3.5804,4.2945,3.0132,4.2091,1.9105,4.766,2.3191,,,
2011/3/25,,,5.9771,2.9981,,4.3918,5.9509,4.2563,2.9575,2.1221,5.3562,2.9729,3.6404,4.3047,3.0759,4.2675,1.9282,4.907,2.3586,,,
2011/4/1,,,5.8689,2.9423,,4.282,5.8321,4.2402,2.9325,2.1134,5.3021,2.9233,3.5504,4.2017,3.0106,4.1814,1.8973,4.8589,2.316,,,
2011/4/8,,,5.9554,2.9854,,4.304,5.9509,4.283,2.9686,2.1364,5.3532,2.9382,3.5929,4.235,3.0654,4.223,1.9144,4.956,2.3376,,,
2011/4/15,,,5.9381,2.9803,,4.282,6.0895,4.2509,2.9409,2.1192,5.2945,2.9271,3.5629,4.2299,3.0367,4.1993,1.9022,4.8642,2.3163,,,
2011/4/22,,,5.8775,2.9474,,4.2436,5.9856,4.2348,2.9131,2.1163,5.2551,2.9228,3.5579,4.2068,2.9949,4.1814,1.8803,4.795,2.2896,,,
2011/4/29,,,5.7347,2.8739,,4.0569,5.8272,4.1652,2.8076,2.0789,5.0942,2.8648,3.4454,4.076,2.9349,4.1383,1.8342,4.7151,2.2137,,,
2011/5/6,,,5.7433,2.879,,4.013,5.8519,4.1278,2.752,2.0559,5.0054,2.8751,3.3804,4.1128,2.9114,4.1124,1.8158,4.602,2.188,,,
2011/5/13,,,5.7563,2.8866,,4.013,5.8272,4.1331,2.7243,2.0588,5.019,2.8769,3.3829,4.1171,2.9192,4.1131,1.8255,4.6337,2.196,,,
2011/5/20,,,5.7087,2.8612,,3.9746,5.7677,4.1064,2.7104,2.0444,5.0113,2.8551,3.3504,4.094,2.9061,4.1478,1.8189,4.5737,2.1647,,,
2011/5/27,,,5.5096,2.7573,,3.755,5.5648,3.9993,2.6326,1.9869,4.7722,2.7538,3.2328,3.9512,2.833,3.965,1.7439,4.4575,2.0736,,,
2011/6/3,,,5.6135,2.8105,,3.8483,5.6341,4.0153,2.6854,1.9955,4.8703,2.786,3.2904,3.9927,2.8748,4.0376,1.7626,4.4632,2.0924,,,
2011/6/10,,,5.5616,2.7852,,3.8209,5.6044,4.0207,2.7243,1.9984,4.8192,2.7762,3.2629,3.9538,2.8487,4.0102,1.7522,4.4036,2.0849,,,
2011/6/17,,,5.4923,2.7446,,3.766,5.5202,4.01,2.6882,1.9927,4.7481,2.72,3.2128,3.8708,2.8017,3.9631,1.7324,4.4464,2.0621,,,
2011/6/24,,,5.6957,2.8511,,3.9252,5.7182,4.1064,2.7298,2.0415,4.9432,2.8086,3.3154,3.9585,2.88,4.042,1.7855,4.6406,2.1437,,,
2011/7/1,,,5.7563,2.884,,3.9856,5.7628,4.1438,2.7493,2.0617,4.9931,2.8657,3.3504,4.0055,2.8983,4.0803,1.8067,4.696,2.1824,,,
2011/7/8,,,5.8213,2.917,,4.0514,5.9113,4.1813,2.7659,2.0789,5.1036,2.9417,3.3929,4.0953,2.9035,4.1142,1.8362,4.7281,2.2132,,,
2011/7/15,,,5.9208,2.9702,,4.1173,6.0004,4.1545,2.7909,2.0645,5.1858,3.0386,3.4304,4.1495,2.9323,4.1606,1.8463,4.727,2.2196,,,
2011/7/22,,,5.8472,2.9296,,4.024,5.8767,4.1331,2.7381,2.053,5.0936,3.0334,3.3779,4.0991,2.9166,4.1193,1.8241,4.7166,2.1832,,,
2011/7/29,,,5.7347,2.8714,,3.9252,5.7529,4.0742,2.7048,2.0243,4.9919,3.0082,3.3204,4.038,2.8148,4.0522,1.7932,4.6348,2.1396,,,
2011/8/5,,,5.6828,2.8435,,3.8977,5.6885,4.0796,2.6993,2.0243,4.9414,3.0131,3.3079,3.9909,2.8148,4.0022,1.7741,4.6922,2.1221,,,
2011/8/12,,,5.7217,2.8714,,3.8703,5.6935,4.1117,2.7076,2.0444,4.9338,3.0633,3.3429,3.9696,2.8356,4.0836,1.797,4.7694,2.1403,,,
2011/8/19,,,5.6265,2.8232,,3.7879,5.5994,4.0742,2.6798,2.0214,4.8145,3.0547,3.2729,3.9166,2.7756,4.0171,1.7626,4.626,2.1049,,,
2011/8/26,,,5.6957,2.8587,,3.8758,5.7133,4.1117,2.6798,2.0387,4.8762,3.0882,3.2929,3.9572,2.7939,4.069,1.7894,4.6425,2.1447,,,
2011/9/2,,,5.5702,2.7928,,3.766,5.5499,4.0368,2.6132,1.9984,4.7546,2.9973,3.2028,3.8516,2.7312,3.9909,1.7481,4.5244,2.0747,,,
2011/9/9,,,5.4534,2.732,,3.6617,5.4608,3.9939,2.5993,1.9783,4.6206,2.9486,3.1478,3.8011,2.6816,3.9201,1.7078,4.3669,2.0431,,,
2011/9/16,,,5.449,2.7294,,3.6672,5.436,3.9939,2.566,1.9754,4.6018,2.944,3.1378,3.7922,2.6764,3.9014,1.7008,4.3691,2.0375,,,
2011/9/23,,,5.3711,2.6914,,3.5958,5.3321,3.9083,2.5077,1.9294,4.5196,2.8622,3.0853,3.7157,2.6268,3.8281,1.6651,4.2671,1.9749,,,
2011/9/30,,,5.2759,2.6407,,3.508,5.1736,3.8387,2.4049,1.892,4.3792,2.7719,3.0328,3.6237,2.5667,3.754,1.6252,4.186,1.9123,,,
2011/10/7,,,5.2759,2.6407,,3.508,5.1736,3.8387,2.4049,1.892,4.3792,2.7719,3.0328,3.6237,2.5667,3.754,1.6252,4.186,1.9123,,,
2011/10/14,,,5.3538,2.6838,,3.5354,5.2479,3.8868,2.4327,1.915,4.4274,2.7774,3.0353,3.6597,2.6111,3.7514,1.6328,4.2002,1.939,,,
2011/10/21,,,5.1937,2.5977,,3.3542,5.04,3.7798,2.316,1.8604,4.1794,2.6727,2.9453,3.5583,2.5641,3.6358,1.562,4.0771,1.8641,,,
2011/10/28,,,5.449,2.7396,,3.5025,5.2529,3.9564,2.3966,1.9553,4.4462,2.7946,3.0628,3.6874,2.679,3.8179,1.6543,4.2977,1.96,,,
2011/11/4,,,5.5702,2.8029,,3.5574,5.3469,3.9779,2.4355,1.9639,4.5378,2.8602,3.1328,3.7768,2.7312,3.8737,1.6918,4.3504,1.9944,,,
2011/11/11,,,5.5399,2.7877,,3.5299,5.2826,3.9457,2.4049,1.9467,4.4638,2.8115,3.1378,3.7691,2.7025,3.8069,1.6717,4.3279,1.9603,,,
2011/11/18,,,5.4664,2.7497,,3.4586,5.1835,3.8761,2.366,1.9121,4.3574,2.7794,3.0953,3.7186,2.6555,3.7328,1.6397,4.269,1.9236,,,
2011/11/25,,,5.4707,2.7497,,3.4091,5.1439,3.8761,2.3327,1.9121,4.3557,2.7765,3.1128,3.7396,2.679,3.7394,1.6373,4.3057,1.9251,,,
2011/12/2,,,5.4534,2.7396,,3.3652,5.0895,3.8601,2.3105,1.8978,4.2969,2.7837,3.0978,3.743,2.679,3.7372,1.6453,4.2988,1.9254,,,
2011/12/9,,,5.3625,2.6889,,3.2994,4.9905,3.8387,2.2605,1.8863,4.1418,2.6701,3.0228,3.6913,2.6241,3.666,1.6061,4.1753,1.909,,,
2011/12/16,,,5.2629,2.6331,,3.1896,4.837,3.8226,2.1605,1.8805,4.0208,2.5431,2.9728,3.59,2.5876,3.604,1.564,4.0962,1.8551,,,
2011/12/23,,,5.2413,2.623,,3.1731,4.7974,3.8494,2.1411,1.892,3.9803,2.5273,2.9803,3.5412,2.5745,3.5876,1.5519,4.009,1.8377,,,
2011/12/30,,,5.1894,2.5926,,3.1621,4.7875,3.8494,2.1466,1.8891,3.9045,2.5221,2.9378,3.4827,2.5458,3.5635,1.5373,3.9823,1.8241,,,
2012/1/6,,,5.0898,2.5343,,3.0468,4.6488,3.7905,2.1078,1.8604,3.7611,2.4513,2.8428,3.3019,2.4831,3.4905,1.4707,3.7563,1.7548,,,
2012/1/13,,,5.1417,2.5622,,3.1401,4.7528,3.844,2.155,1.8834,3.8663,2.4748,2.8678,3.3382,2.5145,3.5463,1.4901,3.7766,1.7956,,,
2012/1/20,,,5.1591,2.5698,,3.239,4.8815,3.8976,2.2133,1.9093,3.935,2.5038,2.9053,3.3442,2.551,3.5879,1.5075,3.7907,1.83,,,
2012/1/27,,,5.1591,2.5698,,3.239,4.8815,3.8976,2.2133,1.9093,3.935,2.5038,2.9053,3.3442,2.551,3.5879,1.5075,3.7907,1.83,,,
2012/2/3,,,5.198,2.5926,,3.2554,4.9211,3.8815,2.1994,1.9006,3.9685,2.5081,2.9128,3.3814,2.5458,3.6098,1.5172,3.8485,1.8477,,,
2012/2/10,,,5.237,2.6129,,3.3048,4.9657,3.9029,2.2077,1.9093,4.0261,2.5293,2.9353,3.4138,2.5536,3.6401,1.5335,3.9303,1.8721,,,
2012/2/17,,,5.2499,2.6205,,3.2994,4.9806,3.8922,2.1994,1.9064,4.0337,2.5284,2.9528,3.4395,2.5432,3.6423,1.5373,3.9498,1.8831,,,
2012/2/24,,,5.3711,2.6838,,3.3872,5.1291,3.9832,2.2577,1.9495,4.1947,2.6426,3.0203,3.5246,2.6241,3.7442,1.5883,4.0821,1.9554,,,
2012/3/2,,,5.3928,2.6965,,3.4146,5.134,4.026,2.2688,1.9697,4.2229,2.6704,3.0478,3.5353,2.645,3.7708,1.5918,4.0572,1.9657,,,
2012/3/9,,,5.4058,2.7041,,3.4201,5.1142,4.01,2.2633,1.9639,4.2082,2.6675,3.0728,3.5318,2.6372,3.7493,1.58,4.0664,1.9821,,,
2012/3/16,,,5.4014,2.7041,,3.3707,5.1192,3.9564,2.2661,1.938,4.183,2.6305,3.1053,3.5498,2.6215,3.7584,1.5897,4.1933,1.987,,,
2012/3/23,,,5.3235,2.661,,3.2829,5.0103,3.8654,2.2438,1.8891,4.0831,2.5497,3.0153,3.4669,2.5406,3.6777,1.5543,4.0668,1.9264,,,
2012/3/30,,,5.2802,2.6357,,3.2115,4.8766,3.7691,2.1827,1.8431,3.9568,2.5003,2.9428,3.4211,2.5119,3.5854,1.5224,3.9559,1.8762,,,
2012/4/6,,,5.3408,2.6661,,3.2774,4.9707,3.8494,2.2355,1.8805,4.069,2.5626,3.0128,3.4639,2.5667,3.6701,1.5484,4.0392,1.9159,,,
2012/4/13,,,5.3928,2.694,,3.3433,5.0548,3.9297,2.2827,1.9208,4.1459,2.6193,3.0378,3.4899,2.6137,3.7281,1.5679,4.061,1.9398,,,
2012/4/20,,,5.3928,2.6965,,3.3817,5.1142,3.9725,2.3049,1.9409,4.1835,2.6225,3.0303,3.5186,2.6346,3.7628,1.5717,4.0339,1.9523,,,
